Month, 10.0, 15.0, 20.0, 30.0, 50.0, 70.0, 100.0, 150.0, 200.0, 250.0, 300.0, 400.0, 500.0, 600.0, 700.0, 800.0, 850.0, 900.0, 925.0, 950.0, 975.0, 1000.0
1,29679.47,28706.98,27743.96,26799.09,25924.84,25081.85,24298.65,23534.68,22780.93,22043.44,21347.10,20665.38,19999.18,19349.08,18727.79,18149.63,17589.38,17047.30,16507.73,15981.76,15448.74,14908.60,14335.85,13742.17,13140.42,12530.49,11897.80,11211.53,10517.25,9836.28,9207.13,8591.99,8064.64,7548.19,7068.32,6592.95,6121.37,5650.71,5182.18,4715.69,4238.04,3764.53,3304.73,2863.87,2447.27,2052.80,1689.17,1355.53,1054.85,788.93,560.73,370.79,219.61,107.35,34.06
2,30162.50,29074.72,27990.19,26919.27,26052.20,25216.76,24425.37,23645.75,22875.91,22124.79,21429.91,20749.77,20085.29,19437.02,18818.77,18245.65,17690.52,17153.61,16617.21,16093.94,15563.76,15026.60,14457.80,13869.04,13272.31,12667.49,12035.58,11339.37,10635.03,9941.98,9292.47,8657.88,8113.72,7581.48,7093.01,6609.71,6130.94,5656.65,5185.67,4716.78,4238.34,3764.19,3303.87,2863.04,2446.26,2052.04,1688.61,1355.08,1054.64,789.19,561.23,371.34,220.02,107.57,34.07
3,30406.91,29351.62,28302.33,27268.52,26332.91,25427.94,24597.75,23792.14,22995.59,22219.64,21514.37,20823.76,20148.72,19489.86,18861.17,18278.51,17713.90,17167.60,16622.90,16091.61,15553.16,15007.49,14435.39,13845.60,13247.84,12641.97,12010.64,11317.02,10615.32,9925.84,9285.45,8659.52,8122.82,7597.75,7114.60,6635.98,6161.20,5687.97,5216.99,4747.97,4267.13,3790.45,3327.48,2883.49,2463.93,2066.45,1700.15,1364.42,1062.06,795.00,565.64,374.52,222.07,108.65,34.51
4,31118.26,30032.71,28953.04,27888.91,26908.37,25958.62,25074.92,24210.23,23353.08,22520.23,21786.81,21067.82,20364.23,19676.73,19022.76,18422.86,17841.17,17278.00,16718.88,16174.02,15621.64,15061.69,14476.94,13874.99,13264.84,12646.42,12005.82,11311.44,10608.99,9922.33,9298.39,8687.95,8165.62,7653.79,7174.04,6698.16,6225.36,5748.91,5273.07,4799.39,4313.12,3831.00,3363.43,2914.96,2491.54,2091.09,1721.57,1383.25,1078.33,808.59,576.17,381.93,226.65,110.92,35.28
5,31620.58,30512.42,29410.04,28323.16,27299.87,26307.23,25389.97,24495.12,23607.21,22744.92,21994.29,21257.99,20537.07,19832.24,19161.60,18547.19,17951.14,17373.81,16808.21,16259.47,15703.14,15139.18,14554.81,13955.36,13347.81,12732.04,12096.67,11413.46,10722.14,10041.02,9409.96,8792.55,8267.05,7752.77,7274.38,6799.14,6326.18,5845.42,5363.48,4883.41,4388.79,3897.95,3422.38,2965.93,2535.35,2128.57,1752.98,1409.47,1099.83,825.56,588.77,390.52,231.84,113.50,36.11
6,32268.04,31091.53,29918.05,28758.04,27703.28,26679.23,25727.63,24796.06,23870.53,22972.18,22198.40,21438.72,20694.25,19965.74,19273.88,18643.91,18032.42,17439.79,16867.75,16315.69,15755.97,15188.56,14602.40,14002.09,13393.68,12777.04,12142.34,11465.26,10780.02,10108.89,9500.24,8903.76,8396.48,7898.34,7420.47,6944.85,6470.51,5980.63,5487.08,4995.52,4488.47,3985.52,3498.67,3031.76,2591.40,2175.63,1791.74,1440.56,1123.98,843.52,601.46,398.81,236.67,115.82,36.84
7,32340.90,31161.31,29984.75,28821.71,27775.25,26759.85,25809.57,24876.06,23948.66,23047.27,22263.66,21494.02,20739.48,20000.84,19299.88,18663.39,18045.39,17446.31,16873.62,16322.92,15764.62,15198.67,14626.38,14047.08,13460.09,12865.19,12247.44,11569.59,10883.51,10211.16,9600.97,9002.80,8497.36,8000.77,7519.33,7039.89,6561.47,6065.29,5564.64,5066.04,4552.21,4042.42,3548.90,3075.47,2628.92,2206.93,1817.36,1461.01,1139.79,855.23,609.70,404.21,239.87,117.39,37.34
8,31941.70,30798.80,29660.21,28536.08,27509.80,26514.48,25586.68,24677.37,23774.72,22897.30,22129.47,21375.76,20637.28,19914.76,19227.34,18597.99,17987.06,17394.96,16819.80,16263.40,15699.17,15127.08,14555.51,13980.72,13398.29,12808.03,12194.33,11520.17,10837.80,10170.14,9564.98,8971.64,8472.77,7981.78,7501.16,7022.59,6545.06,6050.19,5551.33,5054.43,4541.67,4033.17,3540.57,3068.13,2622.46,2201.88,1813.50,1458.02,1137.51,853.58,608.58,403.56,239.54,117.26,37.30
9,31043.64,30013.34,28992.21,27989.08,26987.60,26016.57,25124.94,24258.20,23399.01,22563.49,21823.64,21098.10,20387.90,19693.71,19035.24,18435.62,17854.22,17291.35,16726.96,16175.09,15615.48,15048.08,14475.28,13895.93,13308.83,12713.80,12093.19,11407.53,10713.72,10037.53,9429.02,8832.83,8337.38,7849.57,7376.62,6905.71,6435.87,5949.85,5460.51,4972.89,4468.91,3969.31,3484.88,3020.35,2581.75,2167.30,1784.70,1434.23,1118.23,838.52,597.58,396.31,235.33,115.25,36.68
10,30003.85,29067.89,28144.61,27241.76,26274.54,25337.19,24490.94,23676.22,22870.06,22084.34,21371.83,20673.63,19990.70,19323.66,18691.28,18115.96,17558.53,17019.24,16473.16,15937.42,15394.29,14843.75,14274.90,13692.42,13102.10,12503.78,11884.71,11215.05,10537.40,9876.52,9282.84,8700.99,8199.84,7707.27,7234.24,6764.08,6295.93,5817.73,5337.92,4860.01,4367.69,3879.42,3405.92,2951.59,2522.79,2117.31,1743.16,1400.46,1091.54,818.32,583.08,386.66,229.58,112.45,35.78
11,29527.13,28563.51,27609.77,26674.33,25780.46,24917.19,24119.42,23342.95,22575.97,21826.59,21130.60,20448.97,19782.62,19132.15,18513.91,17947.94,17399.72,16869.46,16336.19,15814.13,15285.05,14748.91,14185.33,13602.78,13012.38,12413.98,11796.60,11132.55,10460.58,9801.94,9203.67,8617.68,8104.89,7602.25,7126.11,6653.77,6184.45,5711.30,5238.44,4767.73,4285.10,3806.11,3342.03,2896.52,2476.22,2078.85,1711.98,1375.93,1072.79,804.11,572.75,379.49,225.13,110.18,35.05
12,29790.44,28752.23,27719.77,26702.62,25849.60,25028.23,24240.22,23459.08,22687.43,21933.00,21229.39,20540.09,19866.05,19207.87,18582.56,18010.58,17456.39,16920.25,16388.39,15870.34,15345.43,14813.60,14252.97,13672.88,13084.99,12489.15,11871.66,11199.75,10519.86,9848.33,9219.32,8604.29,8071.94,7551.50,7070.97,6594.98,6122.83,5650.54,5180.13,4712.28,4234.01,3759.81,3300.61,2860.27,2444.77,2051.78,1689.17,1356.89,1057.25,791.81,563.53,373.07,221.17,108.17,34.39
