Month,0.0125,0.01434,0.016404,0.018694,0.021206,0.02393,0.026849,0.030074,0.033623,0.037515,0.041764,0.046384,0.051386,0.05678,0.06257,0.06876,0.075347,0.082325,0.089684,0.097408,0.105909,0.115273,0.125596,0.136986,0.149561,0.163458,0.178827,0.195837,0.214679,0.235567,0.258743,0.283548,0.310015,0.338169,0.368022,0.399577,0.432822,0.467732,0.504269,0.542379,0.581991,0.623018,0.663901,0.704243,0.743627,0.781631,0.817824,0.851783,0.883096,0.911374,0.936255,0.957414,0.974571,0.987495,0.99601
1,29686.27,28670.75,27662.08,26669.27,25742.53,24845.52,24046.40,23283.31,22530.06,21799.37,21147.70,20511.40,19891.26,19287.73,18703.03,18139.23,17593.33,17065.54,16530.96,16006.72,15475.51,14937.25,14361.54,13761.84,13153.97,12537.84,11901.42,11217.49,10525.56,9849.09,9233.97,8632.00,8109.99,7598.53,7122.82,6650.89,6181.96,5709.86,5238.41,4768.91,4285.87,3806.96,3341.91,2895.60,2474.22,2075.00,1707.13,1369.92,1066.10,797.38,566.84,374.96,222.17,108.66,34.55
1.1,10.00,11.48,13.15,15.01,17.06,19.29,21.68,24.34,27.28,30.51,34.05,37.92,42.12,46.67,51.57,56.83,62.45,68.43,74.77,81.45,88.83,97.00,106.04,116.08,127.22,139.60,153.38,168.73,185.85,204.96,226.33,249.38,274.18,300.78,329.21,359.53,391.74,425.87,461.89,499.80,539.54,581.07,622.81,664.33,705.19,744.91,783.00,818.96,852.31,882.59,909.34,932.19,950.77,964.80,974.06
2,29953.78,28893.28,27837.48,26795.74,25824.61,24882.34,24068.06,23303.15,22548.07,21815.98,21165.82,20531.09,19912.58,19310.73,18725.92,18157.98,17607.98,17076.12,16539.19,16013.14,15480.07,14939.91,14370.61,13781.82,13185.08,12580.26,11950.62,11257.84,10557.03,9868.25,9231.33,8608.81,8073.52,7550.39,7072.37,6598.65,6128.49,5659.25,5191.86,4726.43,4249.22,3775.73,3315.92,2874.40,2457.23,2061.55,1696.67,1361.99,1060.25,793.46,564.41,373.60,221.48,108.33,34.44
2.2,10.00,11.48,13.15,15.01,17.06,19.29,21.68,24.34,27.28,30.51,34.05,37.91,42.11,46.66,51.56,56.82,62.45,68.43,74.76,81.44,88.82,96.98,106.03,116.06,127.20,139.58,153.35,168.70,185.81,204.91,226.27,249.32,274.11,300.69,329.12,359.42,391.62,425.72,461.73,499.61,539.33,580.84,622.55,664.05,704.88,744.58,782.64,818.57,851.90,882.16,908.90,931.72,950.29,964.31,973.57
3,30406.85,29359.06,28317.73,27291.98,26297.29,25331.80,24491.94,23699.56,22916.58,22158.13,21490.80,20838.96,20203.42,19584.66,18984.04,18402.53,17839.18,17294.24,16742.37,16201.29,15652.81,15096.88,14512.48,13909.25,13297.80,12678.03,12034.19,11333.05,10623.81,9929.92,9293.68,8671.64,8140.81,7621.01,7140.54,6664.21,6191.27,5716.72,5243.54,4772.27,4288.80,3809.55,3344.34,2898.37,2476.99,2078.34,1710.66,1373.68,1070.07,801.76,570.90,378.24,224.37,109.80,34.88
3.3,10.00,11.48,13.15,15.01,17.06,19.29,21.69,24.35,27.28,30.52,34.06,37.93,42.13,46.68,51.59,56.85,62.48,68.47,74.81,81.49,88.88,97.05,106.11,116.16,127.31,139.71,153.51,168.88,186.02,205.16,226.57,249.66,274.50,301.15,329.64,360.02,392.30,426.50,462.61,500.60,540.45,582.08,623.93,665.57,706.55,746.38,784.58,820.65,854.10,884.47,911.31,934.23,952.87,966.95,976.24
4,30755.56,29717.22,28687.03,27673.80,26642.65,25640.68,24769.03,23946.55,23132.82,22343.19,21648.28,20968.51,20304.75,19657.57,19033.01,18438.12,17861.47,17303.35,16742.45,16193.23,15636.38,15071.85,14484.25,13879.91,13267.36,12646.51,12005.43,11313.38,10613.28,9927.07,9304.34,8695.04,8174.07,7664.44,7187.52,6714.11,6243.39,5766.28,5288.55,4813.04,4324.96,3840.63,3371.78,2921.86,2497.53,2095.92,1725.39,1386.26,1080.50,810.20,577.33,382.77,227.22,111.10,35.31
4.4,10.00,11.48,13.15,15.01,17.05,19.28,21.68,24.34,27.27,30.50,34.04,37.90,42.09,46.64,51.53,56.79,62.40,68.37,74.70,81.37,88.73,96.89,105.92,115.93,127.05,139.40,153.15,168.45,185.52,204.58,225.89,248.87,273.58,300.08,328.42,358.62,390.70,424.68,460.55,498.28,537.85,579.17,620.71,662.02,702.66,742.17,780.04,815.80,848.97,879.07,905.67,928.38,946.85,960.79,970.00
5,31496.74,30413.57,29337.30,28277.13,27200.61,26153.22,25240.95,24378.53,23524.01,22695.26,21972.20,21264.05,20571.77,19895.97,19243.89,18623.55,18021.63,17438.50,16860.66,16297.82,15726.95,15148.04,14548.54,13934.07,13311.19,12679.83,12034.25,11361.62,10680.88,10016.18,9413.90,8823.62,8314.35,7813.47,7334.91,6859.17,6385.36,5899.69,5412.27,4926.92,4426.73,3931.11,3450.63,2990.08,2555.40,2144.95,1766.11,1419.51,1107.18,830.73,592.25,392.75,233.14,114.14,36.31
