Month,0.0125,0.01434,0.016404,0.018694,0.021206,0.02393,0.026849,0.030074,0.033623,0.037515,0.041764,0.046384,0.051386,0.05678,0.06257,0.06876,0.075347,0.082325,0.089684,0.097408,0.105909,0.115273,0.125596,0.136986,0.149561,0.163458,0.178827,0.195837,0.214679,0.235567,0.258743,0.283548,0.310015,0.338169,0.368022,0.399577,0.432822,0.467732,0.504269,0.542379,0.581991,0.623018,0.663901,0.704243,0.743627,0.781631,0.817824,0.851783,0.883096,0.911374,0.936255,0.957414,0.974571,0.987495,0.99601
1,29783.68,28778.87,27782.07,26802.17,25911.98,25052.79,24253.94,23474.16,22703.98,21950.33,21243.66,20551.30,19874.19,19212.94,18584.43,18010.04,17453.47,16914.97,16379.52,15857.24,15327.99,14791.70,14228.29,13645.74,13055.35,12456.98,11835.54,11150.05,10456.66,9773.23,9142.65,8526.33,7998.72,7484.20,7012.50,6545.08,6080.93,5616.32,5152.84,4691.23,4217.56,3746.91,3290.35,2851.13,2437.05,2044.08,1681.87,1350.33,1051.30,786.77,559.55,370.16,219.27,106.86,33.86
1.1,10.00,11.48,13.15,15.01,17.05,19.28,21.68,24.33,27.27,30.49,34.03,37.89,42.09,46.63,51.52,56.77,62.38,68.35,74.67,81.33,88.69,96.84,105.86,115.87,126.98,139.32,153.05,168.34,185.39,204.43,225.70,248.65,273.33,299.80,328.09,358.24,390.27,424.20,460.00,497.67,537.15,578.40,619.85,661.07,701.63,741.05,778.84,814.52,847.60,877.63,904.16,926.82,945.24,959.15,968.34
2,28841.04,28015.05,27205.94,26420.31,25511.60,24632.60,23839.49,23077.03,22324.13,21589.25,20909.61,20244.39,19594.46,18960.38,18356.03,17798.15,17257.86,16735.37,16211.73,15699.84,15181.19,14655.72,14099.80,13523.41,12939.25,12347.18,11731.94,11056.08,10372.36,9701.36,9087.16,8486.41,7975.90,7476.42,7012.25,6551.40,6093.07,5630.46,5167.69,4706.48,4231.86,3760.53,3302.57,2862.23,2446.51,2051.62,1687.77,1354.36,1053.89,788.18,560.31,370.65,219.60,107.37,34.13
2.2,10.00,11.48,13.15,15.01,17.06,19.28,21.68,24.34,27.27,30.50,34.04,37.90,42.10,46.65,51.55,56.80,62.42,68.40,74.72,81.40,88.77,96.93,105.96,115.99,127.11,139.48,153.23,168.56,185.64,204.72,226.05,249.06,273.80,300.34,328.71,358.96,391.09,425.12,461.05,498.85,538.48,579.88,621.49,662.88,703.60,743.19,781.14,816.98,850.21,880.37,907.03,929.79,948.30,962.28,971.51
3,29917.65,28925.28,27942.01,26976.36,26029.98,25113.54,24279.63,23473.75,22676.49,21898.63,21189.31,20494.15,19814.10,19149.80,18516.98,17935.37,17371.51,16825.70,16285.23,15758.81,15225.22,14684.42,14115.38,13526.59,12929.81,12324.94,11701.84,11033.29,10356.91,9694.28,9096.31,8510.86,8003.41,7506.82,7039.29,6575.33,6114.04,5648.18,5182.01,4717.73,4240.96,3767.38,3308.39,2867.24,2451.18,2056.66,1692.79,1359.66,1059.19,793.33,564.68,373.91,221.69,108.17,34.31
3.3,10.00,11.48,13.15,15.01,17.05,19.28,21.68,24.33,27.27,30.50,34.03,37.89,42.09,46.63,51.52,56.78,62.39,68.36,74.68,81.34,88.71,96.86,105.88,115.89,127.00,139.35,153.08,168.38,185.43,204.48,225.76,248.72,273.42,299.89,328.20,358.37,390.42,424.36,460.18,497.87,537.38,578.66,620.13,661.39,701.97,741.42,779.24,814.94,848.05,878.10,904.66,927.33,945.77,959.70,968.89
4,31409.92,30245.57,29082.95,27932.64,26946.69,25991.53,25095.94,24215.98,23343.03,22494.02,21746.08,21012.19,20293.40,19590.40,18922.70,18313.99,17723.40,17151.29,16586.29,16036.46,15478.89,14913.53,14325.78,13721.83,13109.63,12489.11,11850.36,11168.94,10479.58,9803.77,9187.52,8584.61,8066.28,7559.00,7087.37,6619.33,6154.10,5685.15,5216.39,4749.45,4270.54,3794.97,3333.89,2891.08,2472.79,2076.67,1710.71,1375.32,1072.66,804.57,573.45,380.19,225.65,110.45,35.14
4.4,10.00,11.48,13.15,15.01,17.06,19.28,21.68,24.34,27.27,30.50,34.04,37.91,42.10,46.65,51.55,56.80,62.42,68.40,74.73,81.40,88.77,96.93,105.97,115.99,127.11,139.48,153.24,168.56,185.65,204.73,226.05,249.06,273.81,300.35,328.72,358.96,391.10,425.13,461.06,498.86,538.49,579.90,621.51,662.90,703.63,743.22,781.17,817.01,850.24,880.41,907.07,929.83,948.34,962.32,971.55
5,31704.02,30594.55,29491.07,28403.30,27390.49,26408.78,25489.40,24586.45,23690.29,22818.45,22052.24,21300.13,20563.19,19842.17,19157.24,18533.68,17928.49,17342.05,16766.23,16206.91,15639.65,15064.43,14466.55,13852.01,13229.06,12597.66,11951.09,11271.46,10583.83,9910.60,9303.99,8709.90,8197.84,7696.32,7220.77,6748.44,6278.44,5800.39,5320.92,4843.51,4353.18,3866.34,3395.11,2942.74,2516.06,2112.63,1740.06,1399.15,1091.68,819.35,584.29,387.56,230.10,112.53,35.76
5.5,10.00,11.48,13.15,15.01,17.05,19.28,21.68,24.33,27.27,30.50,34.03,37.89,42.09,46.63,51.53,56.78,62.39,68.36,74.69,81.35,88.72,96.87,105.89,115.90,127.01,139.36,153.10,168.40,185.46,204.51,225.80,248.77,273.47,299.95,328.27,358.45,390.51,424.46,460.30,498.00,537.53,578.82,620.32,661.59,702.19,741.66,779.50,815.22,848.35,878.41,904.98,927.67,946.12,960.05,969.24
